row_id,energy
94993,2026.5313318816245
94994,1951.0661844232282
94995,1895.9630789891537
94996,1867.8933939479425
94997,1872.0116632583843
94998,1911.8132095401488
94999,1983.8848727708787
95000,2073.7769607501627
95001,2159.7084081722915
95002,2223.5173870020462
95003,2260.4549079954736
95004,2279.3333594223773
95005,2292.8884498215275
95006,2307.122435961517
95007,2319.0956745175627
95008,2324.2412571382465
95009,2324.8912564775796
95010,2330.5429846380425
95011,2348.6997855481586
95012,2374.8329679972626
95013,2391.6071451950634
95014,2379.316039338344
95015,2329.2868619697456
95016,2249.467076393676
95017,2158.6538349893954
95018,2075.640838652391
95019,2012.637504401979
95020,1976.3851966322034
95021,1972.1089840029922
95022,2003.3745948510543
95023,2066.838479874842
95024,2148.1191153548993
95025,2225.5015405826352
95026,2280.887378681866
95027,2309.5878867201027
95028,2320.4719867162094
95029,2326.3277493777955
95030,2333.205216116251
95031,2338.2076015717685
95032,2336.805639326484
95033,2331.363600680517
95034,2331.4053894482918
95035,2344.45523507396
95036,2365.9995907814814
95037,2378.712501857423
95038,2362.8915010581527
95039,2309.8621396636804
95040,2227.564957566895
95041,2134.7851816817874
95042,2050.299895668165
95043,1986.2975624850649
95044,1949.494649937953
95045,1945.0878157177983
95046,1976.6113189348202
95047,2040.6875607086079
95048,2122.8988807857136
95049,2201.492597415282
95050,2258.331533247828
95051,2288.687566792923
95052,2301.390154823046
95053,2309.1882915745255
95054,2318.0937846031975
95055,2325.1728842156526
95056,2325.8610242665764
95057,2322.489199806487
95058,2324.5503806943016
95059,2339.5404802173207
95060,2362.920482799419
95061,2377.3419939158266
95062,2363.0832679087243
95063,2311.453821593854
95064,2230.381437123379
95065,2138.64184408749
95066,2055.005825367688
95067,1991.6586301191658
95068,1955.316446850708
95069,1951.1783962449033
95070,1982.7837144251548
95071,2046.7620334629205
95072,2128.70489064669
95073,2206.870458696506
95074,2263.1337448357617
95075,2292.7798037292387
95076,2304.6519150306794
95077,2311.513197079772
95078,2319.3895420310705
95079,2325.3609147503025
95080,2324.875778490489
95081,2320.277177781521
95082,2321.0688822797283
95083,2334.7561148533932
95084,2356.8074717953177
95085,2369.8803015607464
95086,2354.2566004831656
95087,2301.2475355216948
95088,2218.78039905879
95089,2125.6282866538527
95090,2040.5572425274624
95091,1975.7457557738596
95092,1937.9013592320844
95093,1932.2127889947974
95094,1962.207372961733
95095,2024.5015523639956
95096,2104.672664367048
95097,2180.9639739909076
95098,2235.2351989199205
95099,2262.7560673571643
95100,2272.3548547050445
95101,2276.7803651074637
95102,2282.0452376725466
95103,2285.217614021529
95104,2281.7359244675567
95105,2273.935317603801
95106,2271.314131493038
95107,2281.374924388679
95108,2299.586667794486
95109,2308.610363500516
95110,2288.735138726324
95111,2231.2829255411316
95112,2144.195526234022
95113,2046.2643527839011
95114,1956.277582986253
95115,1886.439614793485
95116,1843.4875699843992
95117,1832.643304896436
95118,1857.4705973392638
95119,1914.6254148093474
95120,1989.7273941150315
95121,2061.064523304947
95122,2110.5432727739226
95123,2133.4817196264703
95124,2138.75761557023
95125,2139.1698693941285
95126,2140.7813293359386
95127,2140.709907853067
95128,2134.442812320086
95129,2124.362412895438
95130,2120.012152388247
95131,2128.937022796513
95132,2146.6452180691595
95133,2155.833231423981
95134,2136.8214578631287
95135,2080.958414362306
95136,1996.2073853757092
95137,1901.3757873790096
95138,1815.2620001914356
95139,1750.0745511618206
95140,1712.5484073284238
95141,1707.8968367648517
95142,1739.6685107653882
95143,1804.4977540107695
95144,1887.9760740332588
95145,1968.3569612171445
95146,2027.5062058951698
95147,2060.695275476705
95148,2076.7496998783804
95149,2088.4109336515335
95150,2101.679576682314
95151,2113.606991823333
95152,2119.610078206136
95153,2121.997726069839
95154,2130.2373520212595
95155,2151.796032992432
95156,2182.102841610822
95157,2203.7746442177418
95158,2197.0524147785477
95159,2153.2061696246114
95160,2080.1223230801547
95161,1996.5337501016354
95162,1921.1672961815984
95163,1866.163613334439
95164,1838.1940702571057
95165,1842.4131912071784
95166,1882.3162890749088
95167,1954.4901940820798
95168,2044.4852042437158
95169,2130.520244442515
95170,2194.4334768073895
95171,2231.4759022317003
95172,2250.4598990969876
95173,2264.1211660310387
95174,2278.4619498655984
95175,2290.5425973165698
95176,2295.7961900495848
95177,2296.5547907141563
95178,2302.315701386495
95179,2320.582255946668
95180,2346.825753115606
95181,2363.710796013577
95182,2351.53109673049
95183,2301.6138566840264
95184,2221.906529021633
95185,2131.206255970289
95186,2048.306728240368
95187,1985.4173526533125
95188,1949.2794833875612
95189,1945.1181788737167
95190,1976.4991572036383
95191,2040.0788588144985
95192,2121.475749713199
95193,2198.974858903511
95194,2254.4777992095082
95195,2283.2958173839625
95196,2294.297825121912
95197,2300.271882795037
95198,2307.26802146737
95199,2312.389445421987
95200,2311.1068778743415
95201,2305.784579748877
95202,2305.946444476337
95203,2319.116691106808
95204,2340.781762466237
95205,2353.615693434064
95206,2337.916006353716
95207,2285.0082420867957
95208,2202.832930107796
95209,2110.1752868875096
95210,2025.812385667858
95211,1961.9326789667334
95212,1925.2526241534822
95213,1920.968868472884
95214,1952.615660596274
95215,2016.8153911974262
95216,2099.1503895742267
95217,2177.867963543627
95218,2234.830925297904
95219,2265.311142907587
95220,2278.1380627029735
95221,2286.0606684798654
95222,2295.090757355865
95223,2302.2945692048097
95224,2303.1075274497925
95225,2299.8606167145886
95226,2302.046796437003
95227,2317.1619694880205
95228,2340.6671098811807
95229,2355.2138126871196
95230,2341.080321852432
95231,2289.5761438037243
95232,2208.6290503109544
95233,2117.0147605925545
95234,2033.5040471668242
95235,1970.2821488357708
95236,1934.065243763923
95237,1930.052442302369
95238,1961.7829702542535
95239,2025.8864493806557
95240,2107.9544066740486
95241,2186.2450045665396
95242,2242.6332400249808
95243,2272.4041574455696
95244,2284.401026243879
95245,2291.386954534515
95246,2299.3878242612814
95247,2305.4835900956245
95248,2305.1227051131855
95249,2300.648203683875
95250,2301.5638453223123
95251,2315.374842771237
95252,2337.5497822191546
95253,2350.746002035822
95254,2335.2454884885956
95255,2282.3593984912254
95256,2200.015014402102
95257,2106.985421777708
95258,2022.036654857288
95259,1957.3471927763317
95260,1919.624558439741
95261,1914.0574780276434
95262,1944.1732695520418
95263,2006.5883643802904
95264,2086.880089840961
95265,2163.2917011400973
95266,2217.682906176632
95267,2245.323423393619
95268,2255.0415184607305
95269,2259.5859858166173
95270,2264.9694548922953
95271,2268.260057659989
95272,2264.8962148149412
95273,2257.2130653593763
95274,2254.70893779651
95275,2264.886380851757
95276,2283.2143565292386
95277,2292.3538571519343
95278,2272.594000506767
95279,2215.2567092604045
95280,2128.2837763326393
95281,2030.4666043713905
95282,1940.5933618561437
95283,1870.8684374867746
95284,1828.0289438045766
95285,1817.2967279502973
95286,1842.235558572766
95287,1899.5013940422928
95288,1974.7138620796798
95289,2046.160941682273
