row_id,energy
94993,2026.531332
94994,1951.066184
94995,1895.963079
94996,1867.893394
94997,1872.011663
94998,1911.81321
94999,1983.884873
95000,2073.776961
95001,2159.708408
95002,2223.517387
95003,2260.454908
95004,2279.333359
95005,2292.88845
95006,2307.122436
95007,2319.095675
95008,2324.241257
95009,2324.891256
95010,2330.542985
95011,2348.699786
95012,2374.832968
95013,2391.607145
95014,2379.316039
95015,2329.286862
95016,2249.467076
95017,2158.653835
95018,2075.640839
95019,2012.637504
95020,1976.385197
95021,1972.108984
95022,2003.374595
95023,2066.83848
95024,2148.119115
95025,2225.501541
95026,2280.887379
95027,2309.587887
95028,2320.471987
95029,2326.327749
95030,2333.205216
95031,2338.207602
95032,2336.805639
95033,2331.363601
95034,2331.405389
95035,2344.455235
95036,2365.999591
95037,2378.712502
95038,2362.891501
95039,2309.86214
95040,2227.564958
95041,2134.785182
95042,2050.299896
95043,1986.297562
95044,1949.49465
95045,1945.087816
95046,1976.611319
95047,2040.687561
95048,2122.898881
95049,2201.492597
95050,2258.331533
95051,2288.687567
95052,2301.390155
95053,2309.188292
95054,2318.093785
95055,2325.172884
95056,2325.861024
95057,2322.4892
95058,2324.550381
95059,2339.54048
95060,2362.920483
95061,2377.341994
95062,2363.083268
95063,2311.453822
95064,2230.381437
95065,2138.641844
95066,2055.005825
95067,1991.65863
95068,1955.316447
95069,1951.178396
95070,1982.783714
95071,2046.762033
95072,2128.704891
95073,2206.870459
95074,2263.133745
95075,2292.779804
95076,2304.651915
95077,2311.513197
95078,2319.389542
95079,2325.360915
95080,2324.875778
95081,2320.277178
95082,2321.068882
95083,2334.756115
95084,2356.807472
95085,2369.880302
95086,2354.2566
95087,2301.247536
95088,2218.780399
95089,2125.628287
95090,2040.557243
95091,1975.745756
95092,1937.901359
95093,1932.212789
95094,1962.207373
95095,2024.501552
95096,2104.672664
95097,2180.963974
95098,2235.235199
95099,2262.756067
95100,2272.354855
95101,2276.780365
95102,2282.045238
95103,2285.217614
95104,2281.735924
95105,2273.935318
95106,2271.314131
95107,2281.374924
95108,2299.586668
95109,2308.610364
95110,2288.735139
95111,2231.282926
95112,2144.195526
95113,2046.264353
95114,1956.277583
95115,1886.439615
95116,1843.48757
95117,1832.643305
95118,1857.470597
95119,1914.625415
95120,1989.727394
95121,2061.064523
95122,2110.543273
95123,2133.48172
95124,2138.757616
95125,2139.169869
95126,2140.781329
95127,2140.709908
95128,2134.442812
95129,2124.362413
95130,2120.012152
95131,2128.937023
95132,2146.645218
95133,2155.833231
95134,2136.821458
95135,2080.958414
95136,1996.207385
95137,1901.375787
95138,1815.262
95139,1750.074551
95140,1712.548407
95141,1707.896837
95142,1739.668511
95143,1804.497754
95144,1887.976074
95145,1968.356961
95146,2027.506206
95147,2060.695275
95148,2076.7497
95149,2088.410934
95150,2101.679577
95151,2113.606992
95152,2119.610078
95153,2121.997726
95154,2130.237352
95155,2151.796033
95156,2182.102842
95157,2203.774644
95158,2197.052415
95159,2153.20617
95160,2080.122323
95161,1996.53375
95162,1921.167296
95163,1866.163613
95164,1838.19407
95165,1842.413191
95166,1882.316289
95167,1954.490194
95168,2044.485204
95169,2130.520244
95170,2194.433477
95171,2231.475902
95172,2250.459899
95173,2264.121166
95174,2278.46195
95175,2290.542597
95176,2295.79619
95177,2296.554791
95178,2302.315701
95179,2320.582256
95180,2346.825753
95181,2363.710796
95182,2351.531097
95183,2301.613857
95184,2221.906529
95185,2131.206256
95186,2048.306728
95187,1985.417353
95188,1949.279483
95189,1945.118179
95190,1976.499157
95191,2040.078859
95192,2121.47575
95193,2198.974859
95194,2254.477799
95195,2283.295817
95196,2294.297825
95197,2300.271883
95198,2307.268021
95199,2312.389445
95200,2311.106878
95201,2305.78458
95202,2305.946444
95203,2319.116691
95204,2340.781762
95205,2353.615693
95206,2337.916006
95207,2285.008242
95208,2202.83293
95209,2110.175287
95210,2025.812386
95211,1961.932679
95212,1925.252624
95213,1920.968868
95214,1952.615661
95215,2016.815391
95216,2099.15039
95217,2177.867964
95218,2234.830925
95219,2265.311143
95220,2278.138063
95221,2286.060668
95222,2295.090757
95223,2302.294569
95224,2303.107527
95225,2299.860617
95226,2302.046796
95227,2317.161969
95228,2340.66711
95229,2355.213813
95230,2341.080322
95231,2289.576144
95232,2208.62905
95233,2117.014761
95234,2033.504047
95235,1970.282149
95236,1934.065244
95237,1930.052442
95238,1961.78297
95239,2025.886449
95240,2107.954407
95241,2186.245005
95242,2242.63324
95243,2272.404157
95244,2284.401026
95245,2291.386955
95246,2299.387824
95247,2305.48359
95248,2305.122705
95249,2300.648204
95250,2301.563845
95251,2315.374843
95252,2337.549782
95253,2350.746002
95254,2335.245488
95255,2282.359398
95256,2200.015014
95257,2106.985422
95258,2022.036655
95259,1957.347193
95260,1919.624558
95261,1914.057478
95262,1944.17327
95263,2006.588364
95264,2086.88009
95265,2163.291701
95266,2217.682906
95267,2245.323423
95268,2255.041518
95269,2259.585986
95270,2264.969455
95271,2268.260058
95272,2264.896215
95273,2257.213065
95274,2254.708938
95275,2264.886381
95276,2283.214357
95277,2292.353857
95278,2272.594001
95279,2215.256709
95280,2128.283776
95281,2030.466604
95282,1940.593362
95283,1870.868437
95284,1828.028944
95285,1817.296728
95286,1842.235559
95287,1899.501394
95288,1974.713862
95289,2046.160942
95290,2095.749094
95291,2118.796388
95292,2124.180565
95293,2124.700527
95294,2126.419111
95295,2126.454222
95296,2120.293058
95297,2110.317982
95298,2106.072426
95299,2115.101374
95300,2132.913012
95301,2142.203824
95302,2123.294197
95303,2067.532639
95304,1982.882426
95305,1888.150967
95306,1802.136632
